id_pedido,transportadora,valor_frete,cidade_destino,data_postagem,data_previsao_entrega,data_entrega_real,status_pedido,nota_review,comentario_cliente
PED-1646,FedEx,47.1,Rio de Janeiro,2025-11-10,2025-11-20,2025-11-17,Entregue,4,"Produto original, vendedor confiável."
PED-1647,Loggi,113.96,Porto Alegre,2025-11-11,2025-11-18,,Cancelado,1,Pior experiência de compra online.
PED-1648,FedEx,48.84,Brasília,2025-11-10,2025-11-15,2025-11-12,Entregue,5,"Produto original, vendedor confiável."
PED-1649,Jadlog,49.56,Rio de Janeiro,2025-11-10,2025-11-20,2025-11-13,Entregue,4,"Produto original, vendedor confiável."
PED-1650,Jadlog,100.66,Curitiba,2025-11-11,2025-11-21,2025-11-21,Entregue,5,Entrega no prazo e produto conforme descrito.
PED-1651,Loggi,147.78,Salvador,2025-11-12,2025-11-21,2025-11-17,Entregue,5,"Embalagem perfeita, produto intacto."
PED-1652,Correios,109.65,Recife,2025-11-12,2025-11-17,2025-11-15,Entregue,5,"Produto top, recomendo!"
PED-1653,Loggi,51.84,Rio de Janeiro,2025-11-12,2025-11-22,2025-11-17,Entregue,5,Parabéns pela agilidade!
PED-1654,Jadlog,36.86,Joinville,2025-11-12,2025-11-18,2025-11-16,Entregue,4,"Tudo certo, nota 10!"
PED-1655,Loggi,51.13,Curitiba,2025-11-11,2025-11-20,2025-11-16,Entregue,5,"Produto de qualidade, entrega pontual."
PED-1656,Correios,45.29,São Paulo,2025-11-11,2025-11-20,,Em Trânsito,4,"Produto de qualidade, entrega pontual."
PED-1657,FedEx,18.73,Joinville,2025-11-13,2025-11-18,2025-11-19,Entregue,3,"Produto ok, mas a entrega atrasou um pouco."
PED-1658,Jadlog,54.46,Joinville,2025-11-13,2025-11-18,2025-11-15,Entregue,4,"Embalagem perfeita, produto intacto."
PED-1659,FedEx,56.32,Campinas,2025-11-15,2025-11-21,2025-11-23,Entregue,3,Entrega demorou mais que o previsto.
PED-1660,FedEx,20.48,Campinas,2025-11-16,2025-11-25,2025-11-22,Entregue,4,Excelente atendimento e entrega.
PED-1661,FedEx,122.71,Curitiba,2025-11-17,2025-11-25,2025-11-25,Entregue,5,Excelente atendimento e entrega.
PED-1662,Loggi,133.06,Fortaleza,2025-11-17,2025-11-23,2025-11-28,Entregue,3,"Produto ok, mas a entrega atrasou um pouco."
PED-1663,Correios,52.15,Rio de Janeiro,2025-11-17,2025-11-26,2025-11-23,Entregue,4,"Produto top, recomendo!"
PED-1664,Loggi,15.69,Curitiba,2025-11-17,2025-11-23,2025-11-19,Entregue,4,Superou minhas expectativas!
PED-1665,Jadlog,69.72,Rio de Janeiro,2025-11-17,2025-11-22,2025-11-22,Entregue,5,"Embalagem perfeita, produto intacto."
PED-1666,Correios,47.88,Rio de Janeiro,2025-11-19,2025-11-28,2025-11-26,Entregue,5,Excelente atendimento e entrega.
PED-1667,Jadlog,17.81,São Paulo,2025-11-18,2025-11-23,2025-11-22,Entregue,4,"Embalagem perfeita, produto intacto."
PED-1668,Correios,46.63,São Paulo,2025-11-18,2025-11-27,2025-11-22,Entregue,5,"Produto original, vendedor confiável."
PED-1669,Jadlog,21.88,Fortaleza,2025-11-18,2025-11-24,2025-11-20,Entregue,4,"Tudo certo, nota 10!"
PED-1670,FedEx,27.99,Porto Alegre,2025-11-19,2025-11-25,2025-11-24,Entregue,4,"Muito bom, sem reclamações."
PED-1671,Jadlog,80.09,Campinas,2025-11-20,2025-11-25,2025-11-23,Entregue,4,"Muito bom, sem reclamações."
PED-1672,Jadlog,136.35,Recife,2025-11-20,2025-11-27,2025-11-23,Entregue,5,Ótimo custo-benefício!
PED-1673,Loggi,53.37,Curitiba,2025-11-20,2025-11-26,2025-11-22,Entregue,4,Entrega no prazo e produto conforme descrito.
PED-1674,Loggi,107.65,São Paulo,2025-11-22,2025-11-29,2025-12-03,Entregue,3,"Produto ok, mas a entrega atrasou um pouco."
PED-1675,Loggi,106.05,Porto Alegre,2025-11-22,2025-11-27,2025-11-25,Entregue,5,"Produto top, recomendo!"
PED-1676,FedEx,26.14,Joinville,2025-11-23,2025-11-29,,Cancelado,3,Esperava mais pela qualidade do produto.
PED-1677,Correios,22.54,São Paulo,2025-11-23,2025-11-28,2025-11-28,Entregue,5,"Produto original, vendedor confiável."
PED-1678,Loggi,28.21,Curitiba,2025-11-23,2025-11-28,2025-11-25,Entregue,5,Excelente atendimento e entrega.
PED-1679,Correios,59.77,Joinville,2025-11-24,2025-12-03,2025-11-29,Entregue,4,"Produto de qualidade, entrega pontual."
PED-1680,Correios,49.27,Curitiba,2025-11-24,2025-11-30,2025-11-30,Entregue,5,"Produto top, recomendo!"
PED-1681,Loggi,22.43,Belo Horizonte,2025-11-25,2025-12-01,2025-11-28,Entregue,4,Excelente atendimento e entrega.
PED-1682,Jadlog,52.84,Salvador,2025-11-25,2025-12-04,2025-11-30,Entregue,5,"Entrega rápida, muito satisfeito!"
PED-1683,Loggi,52.88,Belo Horizonte,2025-11-26,2025-12-05,,Em Trânsito,2,"Produto extraviado, tive que abrir reclamação."
PED-1684,Loggi,137.32,Brasília,2025-11-25,2025-12-03,2025-12-01,Entregue,5,"Embalagem perfeita, produto intacto."
PED-1685,Loggi,61.23,Curitiba,2025-11-27,2025-12-07,2025-11-29,Entregue,4,"Entrega rápida, muito satisfeito!"
PED-1686,Loggi,18.53,Belo Horizonte,2025-11-26,2025-12-04,,Em Trânsito,3,"Produto bom, mas o frete foi caro."
PED-1687,Jadlog,17.35,Salvador,2025-11-27,2025-12-05,,Em Trânsito,3,Embalagem poderia ser melhor.
PED-1688,Loggi,136.7,São Paulo,2025-11-28,2025-12-04,,Extraviado,2,Atrasou e a caixa veio amassada.
PED-1689,Loggi,25.94,Joinville,2025-11-29,2025-12-08,2025-12-02,Entregue,4,Superou minhas expectativas!
PED-1690,FedEx,144.87,Recife,2025-11-28,2025-12-03,2025-12-02,Entregue,4,Parabéns pela agilidade!
PED-1691,Loggi,134.85,Curitiba,2025-11-30,2025-12-07,2025-12-06,Entregue,4,Ótimo custo-benefício!
PED-1692,Correios,146.4,São Paulo,2025-11-30,2025-12-06,2025-12-03,Entregue,4,"Chegou antes do prazo, excelente!"
PED-1693,Loggi,15.21,Brasília,2025-11-30,2025-12-10,,Em Trânsito,2,"Produto extraviado, tive que abrir reclamação."
PED-1694,Correios,146.83,Belo Horizonte,2025-12-01,2025-12-10,2025-12-06,Entregue,5,Parabéns pela agilidade!
PED-1695,Jadlog,126.44,Joinville,2025-12-01,2025-12-07,2025-12-03,Entregue,5,Ótimo custo-benefício!
PED-1696,Jadlog,26.02,Salvador,2025-12-02,2025-12-11,2025-12-12,Entregue,3,Embalagem poderia ser melhor.
PED-1697,Correios,26.02,São Paulo,2025-12-01,2025-12-10,,Em Trânsito,3,"Produto ok, mas a entrega atrasou um pouco."
PED-1698,Jadlog,137.71,Belo Horizonte,2025-12-01,2025-12-09,,Extraviado,1,Atrasou e a caixa veio amassada.
PED-1699,Correios,99.86,Rio de Janeiro,2025-12-01,2025-12-09,2025-12-07,Entregue,5,Parabéns pela agilidade!
PED-1700,Correios,105.04,Manaus,2025-12-02,2025-12-12,2025-12-04,Entregue,4,Superou minhas expectativas!
PED-1701,Correios,23.95,Brasília,2025-12-02,2025-12-11,,Em Trânsito,3,Esperava mais pela qualidade do produto.
PED-1702,FedEx,24.21,Porto Alegre,2025-12-03,2025-12-08,2025-12-05,Entregue,5,"Produto original, vendedor confiável."
PED-1703,Jadlog,29.71,Joinville,2025-12-03,2025-12-08,2025-12-07,Entregue,4,"Produto original, vendedor confiável."
PED-1704,Loggi,112.79,Belo Horizonte,2025-12-03,2025-12-08,2025-12-08,Entregue,4,"Chegou antes do prazo, excelente!"
PED-1705,Loggi,91.68,Curitiba,2025-12-03,2025-12-13,,Em Trânsito,2,Atendimento ao cliente inexistente.
PED-1706,Jadlog,18.54,Salvador,2025-12-03,2025-12-12,2025-12-05,Entregue,5,"Muito bom, sem reclamações."
PED-1707,Jadlog,62.14,Campinas,2025-12-04,2025-12-14,2025-12-12,Entregue,4,"Frete rápido, adorei!"
PED-1708,Jadlog,95.75,Belém,2025-12-05,2025-12-12,2025-12-12,Entregue,4,Superou minhas expectativas!
PED-1709,Correios,33.18,Belo Horizonte,2025-12-05,2025-12-14,2025-12-07,Entregue,4,"Muito bom, sem reclamações."
PED-1710,Loggi,38.12,Curitiba,2025-12-05,2025-12-10,2025-12-07,Entregue,5,"Produto top, recomendo!"
PED-1711,Correios,20.26,Rio de Janeiro,2025-12-07,2025-12-15,2025-12-14,Entregue,4,Excelente atendimento e entrega.
PED-1712,Loggi,28.24,Porto Alegre,2025-12-07,2025-12-12,2025-12-09,Entregue,5,"Entrega rápida, muito satisfeito!"
PED-1713,Jadlog,66.35,Joinville,2025-12-09,2025-12-18,2025-12-15,Entregue,5,"Qualidade impecável, voltarei a comprar."
PED-1714,Correios,17.73,Belo Horizonte,2025-12-09,2025-12-15,2025-12-12,Entregue,5,"Produto top, recomendo!"
PED-1715,FedEx,113.72,Curitiba,2025-12-08,2025-12-14,2025-12-11,Entregue,5,"Produto original, vendedor confiável."
PED-1716,Loggi,27.92,Rio de Janeiro,2025-12-09,2025-12-17,2025-12-11,Entregue,4,"Chegou antes do prazo, excelente!"
PED-1717,Correios,15.63,Curitiba,2025-12-10,2025-12-18,2025-12-15,Entregue,4,"Muito bom, sem reclamações."
PED-1718,FedEx,20.11,Florianópolis,2025-12-11,2025-12-19,2025-12-16,Entregue,4,"Frete rápido, adorei!"
PED-1719,Loggi,25.94,Belo Horizonte,2025-12-11,2025-12-18,2025-12-20,Entregue,1,Pior experiência de compra online.
PED-1720,FedEx,30.45,São Paulo,2025-12-12,2025-12-17,2025-12-16,Entregue,4,"Produto top, recomendo!"
PED-1721,Correios,30.33,Porto Alegre,2025-12-12,2025-12-18,2025-12-16,Entregue,5,"Muito bom, sem reclamações."
PED-1722,Correios,119.72,Brasília,2025-12-11,2025-12-17,2025-12-21,Entregue,2,Cancelei porque demorou demais.
PED-1723,Correios,23.5,Curitiba,2025-12-12,2025-12-18,2025-12-17,Entregue,4,"Entrega rápida, muito satisfeito!"
PED-1724,FedEx,22.74,Belém,2025-12-14,2025-12-22,2025-12-20,Entregue,4,"Embalagem perfeita, produto intacto."
PED-1725,Jadlog,65.32,Joinville,2025-12-15,2025-12-21,2025-12-18,Entregue,5,Parabéns pela agilidade!
PED-1726,Jadlog,33.82,Porto Alegre,2025-12-14,2025-12-19,2025-12-16,Entregue,5,"Produto original, vendedor confiável."
PED-1727,Loggi,101.84,Joinville,2025-12-14,2025-12-23,2025-12-16,Entregue,4,Superou minhas expectativas!
PED-1728,Loggi,17.43,Goiânia,2025-12-15,2025-12-25,,Cancelado,3,Esperava mais pela qualidade do produto.
PED-1729,FedEx,45.49,Curitiba,2025-12-15,2025-12-23,2025-12-18,Entregue,5,"Chegou antes do prazo, excelente!"
PED-1730,FedEx,45.51,Rio de Janeiro,2025-12-16,2025-12-23,2025-12-21,Entregue,5,"Muito bom, sem reclamações."
PED-1731,Jadlog,40.04,Brasília,2025-12-15,2025-12-22,,Em Trânsito,3,Embalagem poderia ser melhor.
PED-1732,FedEx,51.03,Belo Horizonte,2025-12-17,2025-12-25,2025-12-23,Entregue,4,"Produto original, vendedor confiável."
PED-1733,Correios,94.4,São Paulo,2025-12-18,2025-12-24,2025-12-20,Entregue,4,"Entrega rápida, muito satisfeito!"
PED-1734,Jadlog,46.46,Rio de Janeiro,2025-12-17,2025-12-25,2025-12-20,Entregue,5,"Chegou antes do prazo, excelente!"
PED-1735,FedEx,25.39,Brasília,2025-12-17,2025-12-23,,Em Trânsito,3,Entrega demorou mais que o previsto.
PED-1736,FedEx,22.49,Curitiba,2025-12-18,2025-12-25,2025-12-28,Entregue,2,"Suporte ruim, difícil contato."
PED-1737,Correios,18.52,Belo Horizonte,2025-12-18,2025-12-27,,Extraviado,1,Cancelei porque demorou demais.
PED-1738,Jadlog,59.92,São Paulo,2025-12-18,2025-12-26,2025-12-30,Entregue,2,"Produto extraviado, tive que abrir reclamação."
PED-1739,Loggi,35.0,São Paulo,2025-12-19,2025-12-27,2025-12-27,Entregue,5,"Qualidade impecável, voltarei a comprar."
PED-1740,FedEx,115.41,Florianópolis,2025-12-20,2025-12-27,,Em Trânsito,4,Parabéns pela agilidade!
PED-1741,FedEx,42.91,São Paulo,2025-12-19,2025-12-25,2025-12-23,Entregue,4,Superou minhas expectativas!
PED-1742,FedEx,49.56,Belo Horizonte,2025-12-19,2025-12-26,2025-12-28,Entregue,3,"Produto bom, mas o frete foi caro."
PED-1743,Loggi,40.53,Joinville,2025-12-19,2025-12-26,2025-12-25,Entregue,5,"Entrega rápida, muito satisfeito!"
PED-1744,Jadlog,20.32,Campinas,2025-12-20,2025-12-26,2025-12-26,Entregue,4,"Produto original, vendedor confiável."
PED-1745,FedEx,24.85,Curitiba,2025-12-20,2025-12-26,,Cancelado,1,Nunca mais compro aqui.
PED-1746,FedEx,61.59,Campinas,2025-12-21,2025-12-31,2025-12-30,Entregue,4,Parabéns pela agilidade!
PED-1747,Jadlog,58.26,Joinville,2025-12-21,2025-12-29,,Em Trânsito,4,"Produto top, recomendo!"
PED-1748,FedEx,126.47,Curitiba,2025-12-21,2025-12-26,2025-12-25,Entregue,5,Ótimo custo-benefício!
PED-1749,Jadlog,20.7,Curitiba,2025-12-20,2025-12-28,,Em Trânsito,4,"Produto top, recomendo!"
PED-1750,Jadlog,22.56,Belo Horizonte,2025-12-21,2025-12-26,2025-12-25,Entregue,4,"Chegou antes do prazo, excelente!"
PED-1751,Correios,16.35,Curitiba,2025-12-22,2026-01-01,2025-12-26,Entregue,5,"Entrega rápida, muito satisfeito!"
PED-1752,Correios,28.97,Rio de Janeiro,2025-12-22,2026-01-01,2026-01-06,Entregue,2,Atrasou e a caixa veio amassada.
PED-1753,Jadlog,124.43,Joinville,2025-12-23,2026-01-02,,Cancelado,1,Atendimento ao cliente inexistente.
PED-1754,Correios,51.37,Belo Horizonte,2025-12-23,2025-12-30,2025-12-28,Entregue,5,Entrega no prazo e produto conforme descrito.
PED-1755,Loggi,47.52,São Paulo,2025-12-24,2025-12-30,2025-12-26,Entregue,5,Parabéns pela agilidade!
PED-1756,Loggi,125.55,Joinville,2025-12-24,2025-12-31,2025-12-28,Entregue,4,"Entrega rápida, muito satisfeito!"
PED-1757,FedEx,20.74,Belo Horizonte,2025-12-25,2026-01-04,,Em Trânsito,3,Esperava mais pela qualidade do produto.
PED-1758,Correios,19.02,Fortaleza,2025-12-25,2026-01-01,,Em Trânsito,2,"Não recomendo, péssima experiência."
PED-1759,Loggi,37.39,Fortaleza,2025-12-24,2025-12-29,2026-01-03,Entregue,3,"Nada de especial, cumpriu o básico."
PED-1760,Jadlog,129.32,Rio de Janeiro,2025-12-25,2025-12-31,2025-12-27,Entregue,5,Superou minhas expectativas!
PED-1761,Correios,15.29,Rio de Janeiro,2025-12-25,2025-12-31,2025-12-27,Entregue,4,Excelente atendimento e entrega.
PED-1762,Jadlog,26.02,Curitiba,2025-12-25,2025-12-31,2025-12-31,Entregue,4,"Qualidade impecável, voltarei a comprar."
PED-1763,Correios,45.75,Rio de Janeiro,2025-12-25,2026-01-01,,Cancelado,2,Produto não era o que esperava.
PED-1764,Correios,34.72,Joinville,2025-12-25,2026-01-04,,Em Trânsito,4,"Tudo certo, nota 10!"
PED-1765,Loggi,58.96,São Paulo,2025-12-25,2026-01-04,2026-01-02,Entregue,4,"Chegou antes do prazo, excelente!"
PED-1766,FedEx,97.57,São Paulo,2025-12-26,2026-01-02,2025-12-28,Entregue,5,"Qualidade impecável, voltarei a comprar."
PED-1767,Loggi,58.27,São Paulo,2025-12-26,2026-01-03,2026-01-07,Entregue,3,"Produto bom, mas o frete foi caro."
PED-1768,Correios,28.49,Fortaleza,2025-12-27,2026-01-03,2026-01-03,Entregue,4,"Produto top, recomendo!"
PED-1769,Loggi,16.81,Fortaleza,2025-12-28,2026-01-07,,Em Trânsito,2,Muito atraso na entrega.
PED-1770,FedEx,52.06,Joinville,2025-12-27,2026-01-04,2026-01-08,Entregue,1,Atendimento ao cliente inexistente.
PED-1771,Loggi,51.05,São Paulo,2025-12-29,2026-01-04,2026-01-02,Entregue,4,Ótimo custo-benefício!
PED-1772,FedEx,15.82,Manaus,2025-12-29,2026-01-04,,Extraviado,3,"Chegou com pequeno atraso, mas o produto é bom."
PED-1773,Loggi,26.06,São Paulo,2025-12-29,2026-01-08,2026-01-06,Entregue,4,"Frete rápido, adorei!"
PED-1774,Loggi,94.2,Rio de Janeiro,2025-12-30,2026-01-07,2026-01-06,Entregue,5,"Muito bom, sem reclamações."
PED-1775,Jadlog,31.19,Porto Alegre,2025-12-31,2026-01-10,2026-01-02,Entregue,4,Ótimo custo-benefício!
PED-1776,Jadlog,26.83,Campinas,2025-12-31,2026-01-10,,Extraviado,2,Nunca mais compro aqui.
PED-1777,FedEx,87.17,Curitiba,2025-12-30,2026-01-07,2026-01-02,Entregue,4,"Entrega rápida, muito satisfeito!"
PED-1778,FedEx,21.18,São Paulo,2026-01-01,2026-01-08,2026-01-08,Entregue,5,"Qualidade impecável, voltarei a comprar."
PED-1779,Loggi,23.7,Joinville,2026-01-01,2026-01-09,2026-01-13,Entregue,1,Atrasou e a caixa veio amassada.
PED-1780,Jadlog,23.66,Manaus,2026-01-01,2026-01-09,2026-01-10,Entregue,1,Produto não era o que esperava.
PED-1781,Loggi,63.11,São Paulo,2025-12-31,2026-01-10,2026-01-04,Entregue,4,Ótimo custo-benefício!
PED-1782,Jadlog,82.97,Joinville,2026-01-01,2026-01-07,2026-01-05,Entregue,4,"Embalagem perfeita, produto intacto."
PED-1783,Loggi,19.51,Recife,2026-01-01,2026-01-07,2026-01-06,Entregue,4,"Entrega rápida, muito satisfeito!"
PED-1784,Correios,60.46,São Paulo,2026-01-02,2026-01-07,2026-01-10,Entregue,3,"Produto bom, mas o frete foi caro."
PED-1785,FedEx,25.25,Florianópolis,2026-01-02,2026-01-08,2026-01-04,Entregue,5,Superou minhas expectativas!
PED-1786,FedEx,130.4,Fortaleza,2026-01-01,2026-01-06,2026-01-05,Entregue,5,Superou minhas expectativas!
PED-1787,FedEx,89.66,Curitiba,2026-01-01,2026-01-06,2026-01-11,Entregue,3,Entrega demorou mais que o previsto.
PED-1788,FedEx,35.93,São Paulo,2026-01-02,2026-01-07,2026-01-04,Entregue,5,"Qualidade impecável, voltarei a comprar."
PED-1789,Loggi,25.91,Recife,2026-01-01,2026-01-08,2026-01-04,Entregue,4,Excelente atendimento e entrega.
PED-1790,Loggi,18.34,São Paulo,2026-01-02,2026-01-07,2026-01-06,Entregue,4,Parabéns pela agilidade!
PED-1791,Correios,122.5,Campinas,2026-01-02,2026-01-07,2026-01-05,Entregue,4,"Tudo certo, nota 10!"
PED-1792,Loggi,27.45,Belo Horizonte,2026-01-02,2026-01-09,,Em Trânsito,4,Superou minhas expectativas!
PED-1793,Correios,34.86,Rio de Janeiro,2026-01-04,2026-01-12,2026-01-11,Entregue,4,"Muito bom, sem reclamações."
PED-1794,Jadlog,76.82,Brasília,2026-01-04,2026-01-13,2026-01-12,Entregue,5,Superou minhas expectativas!
PED-1795,Correios,55.33,Florianópolis,2026-01-03,2026-01-12,2026-01-14,Entregue,2,Frete caro e entrega lenta.
PED-1796,Loggi,43.96,Porto Alegre,2026-01-03,2026-01-11,,Cancelado,3,"Chegou com pequeno atraso, mas o produto é bom."
PED-1797,Correios,143.53,Salvador,2026-01-05,2026-01-10,2026-01-08,Entregue,4,"Produto top, recomendo!"
PED-1798,Correios,97.75,São Paulo,2026-01-04,2026-01-13,,Em Trânsito,4,"Tudo certo, nota 10!"
PED-1799,Loggi,47.7,Rio de Janeiro,2026-01-05,2026-01-15,,Extraviado,3,Embalagem poderia ser melhor.
PED-1800,Loggi,36.72,Curitiba,2026-01-05,2026-01-14,2026-01-09,Entregue,4,"Produto top, recomendo!"
PED-1801,Jadlog,50.02,São Paulo,2026-01-04,2026-01-14,2026-01-14,Entregue,4,Ótimo custo-benefício!
PED-1802,Loggi,59.73,Manaus,2026-01-05,2026-01-12,2026-01-11,Entregue,4,"Frete rápido, adorei!"
PED-1803,FedEx,52.32,Belo Horizonte,2026-01-06,2026-01-14,2026-01-08,Entregue,4,Entrega no prazo e produto conforme descrito.
PED-1804,Loggi,101.4,Rio de Janeiro,2026-01-07,2026-01-13,2026-01-10,Entregue,5,"Tudo certo, nota 10!"
PED-1805,Loggi,18.89,Rio de Janeiro,2026-01-08,2026-01-17,,Cancelado,3,Embalagem poderia ser melhor.
PED-1806,Correios,121.18,Curitiba,2026-01-08,2026-01-17,2026-01-17,Entregue,4,"Embalagem perfeita, produto intacto."
PED-1807,FedEx,29.03,Rio de Janeiro,2026-01-10,2026-01-20,2026-01-12,Entregue,5,Excelente atendimento e entrega.
PED-1808,Jadlog,28.66,Florianópolis,2026-01-10,2026-01-17,2026-01-17,Entregue,4,Excelente atendimento e entrega.
PED-1809,FedEx,73.24,Joinville,2026-01-10,2026-01-17,2026-01-16,Entregue,4,"Entrega rápida, muito satisfeito!"
PED-1810,FedEx,38.67,Curitiba,2026-01-11,2026-01-21,2026-01-16,Entregue,4,"Tudo certo, nota 10!"
PED-1811,Jadlog,40.1,Rio de Janeiro,2026-01-11,2026-01-19,2026-01-19,Entregue,4,"Produto original, vendedor confiável."
PED-1812,FedEx,76.44,Curitiba,2026-01-11,2026-01-18,,Cancelado,2,Frete caro e entrega lenta.
PED-1813,Jadlog,24.33,São Paulo,2026-01-13,2026-01-18,,Cancelado,3,"Chegou com pequeno atraso, mas o produto é bom."
PED-1814,Jadlog,27.12,Brasília,2026-01-14,2026-01-20,2026-01-22,Entregue,3,"Produto bom, mas o frete foi caro."
PED-1815,FedEx,125.84,Belo Horizonte,2026-01-13,2026-01-23,2026-01-23,Entregue,5,Superou minhas expectativas!
PED-1816,Jadlog,71.12,Florianópolis,2026-01-14,2026-01-19,2026-01-20,Entregue,1,Produto chegou com defeito.
PED-1817,FedEx,16.9,Fortaleza,2026-01-14,2026-01-24,,Em Trânsito,2,Atendimento ao cliente inexistente.
PED-1818,Loggi,104.34,Manaus,2026-01-15,2026-01-22,2026-01-18,Entregue,5,"Produto de qualidade, entrega pontual."
PED-1819,Correios,28.56,São Paulo,2026-01-15,2026-01-25,2026-01-18,Entregue,5,Entrega no prazo e produto conforme descrito.
PED-1820,Jadlog,25.68,Belém,2026-01-16,2026-01-21,,Cancelado,3,"Nada de especial, cumpriu o básico."
PED-1821,Correios,69.41,Goiânia,2026-01-15,2026-01-20,2026-01-21,Entregue,2,"Produto extraviado, tive que abrir reclamação."
PED-1822,Loggi,23.66,Florianópolis,2026-01-17,2026-01-24,2026-01-24,Entregue,4,Superou minhas expectativas!
PED-1823,Correios,85.67,São Paulo,2026-01-17,2026-01-22,2026-01-23,Entregue,2,Cancelei porque demorou demais.
PED-1824,FedEx,122.0,São Paulo,2026-01-16,2026-01-24,2026-01-21,Entregue,5,"Frete rápido, adorei!"
PED-1825,Loggi,81.6,Belo Horizonte,2026-01-17,2026-01-23,2026-01-19,Entregue,5,Ótimo custo-benefício!
PED-1826,Correios,37.8,Curitiba,2026-01-17,2026-01-26,2026-01-30,Entregue,2,Atendimento ao cliente inexistente.
PED-1827,Correios,60.4,Recife,2026-01-17,2026-01-24,2026-01-24,Entregue,5,"Produto de qualidade, entrega pontual."
PED-1828,FedEx,34.12,São Paulo,2026-01-19,2026-01-24,2026-01-27,Entregue,3,Esperava mais pela qualidade do produto.
PED-1829,Loggi,44.02,Belém,2026-01-18,2026-01-26,2026-01-25,Entregue,4,Ótimo custo-benefício!
PED-1830,Correios,54.84,Curitiba,2026-01-18,2026-01-28,2026-01-25,Entregue,4,"Frete rápido, adorei!"
PED-1831,Correios,36.93,Joinville,2026-01-20,2026-01-26,2026-01-23,Entregue,4,"Entrega rápida, muito satisfeito!"
PED-1832,FedEx,21.73,Florianópolis,2026-01-20,2026-01-29,2026-01-24,Entregue,5,"Frete rápido, adorei!"
PED-1833,FedEx,20.35,Goiânia,2026-01-21,2026-01-26,2026-01-25,Entregue,4,Superou minhas expectativas!
PED-1834,FedEx,47.44,São Paulo,2026-01-21,2026-01-29,2026-01-23,Entregue,4,Superou minhas expectativas!
PED-1835,Correios,83.4,Brasília,2026-01-22,2026-01-27,2026-01-30,Entregue,3,Embalagem poderia ser melhor.
PED-1836,Correios,89.24,Salvador,2026-01-22,2026-01-28,2026-01-26,Entregue,5,Ótimo custo-benefício!
PED-1837,Correios,93.58,Florianópolis,2026-01-22,2026-01-31,2026-01-26,Entregue,5,"Tudo certo, nota 10!"
PED-1838,Correios,16.95,Joinville,2026-01-22,2026-02-01,2026-01-27,Entregue,5,Superou minhas expectativas!
PED-1839,Jadlog,81.73,Porto Alegre,2026-01-23,2026-01-31,2026-01-27,Entregue,4,"Embalagem perfeita, produto intacto."
PED-1840,FedEx,94.66,Joinville,2026-01-24,2026-02-01,2026-01-30,Entregue,5,"Embalagem perfeita, produto intacto."
PED-1841,FedEx,42.41,Curitiba,2026-01-23,2026-01-29,,Em Trânsito,2,Decepcionante do início ao fim.
PED-1842,FedEx,118.7,São Paulo,2026-01-24,2026-02-01,2026-01-28,Entregue,5,Ótimo custo-benefício!
PED-1843,Loggi,38.2,São Paulo,2026-01-24,2026-02-02,2026-02-02,Entregue,4,"Muito bom, sem reclamações."
PED-1844,Loggi,21.22,Belo Horizonte,2026-01-25,2026-02-04,,Em Trânsito,3,"Produto ok, mas a entrega atrasou um pouco."
PED-1845,Loggi,26.54,Joinville,2026-01-24,2026-01-30,2026-01-26,Entregue,4,"Tudo certo, nota 10!"
PED-1846,Loggi,56.19,Joinville,2026-01-25,2026-02-03,2026-02-01,Entregue,5,Ótimo custo-benefício!
PED-1847,Loggi,22.76,Curitiba,2026-01-25,2026-01-30,,Em Trânsito,2,Produto não era o que esperava.
PED-1848,Jadlog,90.54,Rio de Janeiro,2026-01-25,2026-02-03,2026-01-27,Entregue,5,Excelente atendimento e entrega.
PED-1849,FedEx,20.16,Belo Horizonte,2026-01-26,2026-02-01,2026-02-01,Entregue,4,Ótimo custo-benefício!
PED-1850,Correios,29.35,São Paulo,2026-01-27,2026-02-01,2026-01-31,Entregue,5,Superou minhas expectativas!
PED-1851,Loggi,60.79,Belém,2026-01-27,2026-02-04,,Cancelado,2,Atendimento ao cliente inexistente.
PED-1852,Correios,108.44,Porto Alegre,2026-01-27,2026-02-03,,Em Trânsito,3,Entrega demorou mais que o previsto.
PED-1853,Correios,36.29,São Paulo,2026-01-28,2026-02-05,2026-01-30,Entregue,4,"Produto de qualidade, entrega pontual."
PED-1854,FedEx,36.67,São Paulo,2026-01-27,2026-02-05,2026-01-30,Entregue,5,Entrega no prazo e produto conforme descrito.
PED-1855,Correios,30.2,Florianópolis,2026-01-29,2026-02-03,2026-02-02,Entregue,5,"Produto top, recomendo!"
PED-1856,Loggi,100.92,Curitiba,2026-01-29,2026-02-08,2026-02-10,Entregue,2,Pior experiência de compra online.
PED-1857,Correios,132.72,Curitiba,2026-01-30,2026-02-05,,Em Trânsito,4,Parabéns pela agilidade!
PED-1858,FedEx,107.8,Belo Horizonte,2026-01-30,2026-02-08,2026-02-05,Entregue,5,"Entrega rápida, muito satisfeito!"
PED-1859,Loggi,123.01,Recife,2026-01-29,2026-02-05,,Em Trânsito,2,"Embalagem danificada, produto riscado."
PED-1860,Loggi,26.81,São Paulo,2026-01-30,2026-02-09,2026-02-05,Entregue,4,"Produto de qualidade, entrega pontual."
PED-1861,Correios,21.24,Porto Alegre,2026-01-30,2026-02-04,,Em Trânsito,4,"Produto original, vendedor confiável."
