id_pedido,id_cliente,data_compra,sku_produto,produto_nome,categoria,peso_gramas,quantidade,custo_unitario,valor_unitario_venda,cupom_desconto,percentual_desconto
PED-1660,142,2025-11-14 19:25:55,AC-003,Headset Gamer 7.1,Acessórios,489,3,127.19,222.43,,0.0
PED-1661,108,2025-11-15 08:19:29,HW-006,Fonte 750W Modular,Hardware,2872,2,503.69,954.43,PROMO10,0.1
PED-1662,106,2025-11-15 09:10:26,HW-008,Gabinete Gamer RGB,Hardware,4091,2,457.22,563.64,OFF20,0.2
PED-1663,128,2025-11-15 11:05:57,HW-002,Notebook Gamer i7,Hardware,2227,1,2554.94,4562.58,,0.0
PED-1664,135,2025-11-15 13:34:05,LIC-004,Licença Backup Acronis,Licenças,0,1,71.85,138.99,OFF20,0.2
PED-1665,116,2025-11-15 23:53:48,HW-006,Fonte 750W Modular,Hardware,3332,3,486.94,895.33,,0.0
PED-1666,140,2025-11-17 06:23:02,AC-005,Hub USB-C 7 Portas,Acessórios,272,3,47.67,115.52,,0.0
PED-1667,151,2025-11-17 08:18:34,LIC-001,Licença Antivírus Kaspersky,Licenças,0,2,68.23,122.57,OFF20,0.2
PED-1668,134,2025-11-17 11:10:59,AC-002,Teclado Mecânico RGB,Acessórios,685,1,168.61,293.83,,0.0
PED-1669,40,2025-11-17 15:46:50,LIC-001,Licença Antivírus Kaspersky,Licenças,0,3,29.63,141.36,,0.0
PED-1670,145,2025-11-17 23:24:50,AC-001,Mouse Wireless Ergonômico,Acessórios,269,3,46.59,131.66,,0.0
PED-1671,8,2025-11-18 21:24:50,HW-001,Monitor 24pol IPS,Hardware,3703,2,839.26,1591.35,,0.0
PED-1672,154,2025-11-19 01:36:48,HW-001,Monitor 24pol IPS,Hardware,4130,2,899.21,1813.51,OFF20,0.2
PED-1673,61,2025-11-19 17:14:33,AC-004,Webcam Full HD,Acessórios,300,2,58.22,202.93,,0.0
PED-1674,104,2025-11-20 00:49:12,HW-007,Placa-Mãe B550,Hardware,2222,1,589.2,934.61,,0.0
PED-1675,9,2025-11-20 16:09:14,HW-005,Processador Ryzen 7,Hardware,2123,1,1196.26,2077.3,,0.0
PED-1676,195,2025-11-21 02:54:13,AC-003,Headset Gamer 7.1,Acessórios,468,2,92.03,147.26,PROMO10,0.1
PED-1677,95,2025-11-22 09:36:08,AC-005,Hub USB-C 7 Portas,Acessórios,286,1,65.3,111.35,PROMO10,0.1
PED-1678,125,2025-11-22 14:10:44,LIC-003,Licença Cloud 1TB,Licenças,0,2,72.34,240.85,,0.0
PED-1679,18,2025-11-22 19:26:42,AC-002,Teclado Mecânico RGB,Acessórios,632,1,91.3,275.31,,0.0
PED-1680,41,2025-11-23 09:59:15,AC-001,Mouse Wireless Ergonômico,Acessórios,219,2,64.69,80.93,,0.0
PED-1681,90,2025-11-24 03:15:38,LIC-004,Licença Backup Acronis,Licenças,0,3,268.43,327.52,,0.0
PED-1682,148,2025-11-24 05:59:37,HW-003,Placa de Vídeo RTX 4060,Hardware,2260,2,1878.86,3975.53,,0.0
PED-1683,11,2025-11-24 15:57:51,AC-005,Hub USB-C 7 Portas,Acessórios,265,1,57.34,70.34,,0.0
PED-1684,10,2025-11-24 17:16:12,HW-001,Monitor 24pol IPS,Hardware,4965,2,936.36,1379.55,,0.0
PED-1685,54,2025-11-25 10:11:11,HW-005,Processador Ryzen 7,Hardware,2075,1,1165.06,2067.44,,0.0
PED-1686,29,2025-11-25 11:19:25,SW-004,AutoCAD 2024,Software,0,2,442.51,662.02,,0.0
PED-1687,173,2025-11-26 22:35:31,LIC-004,Licença Backup Acronis,Licenças,0,3,111.89,322.04,OFF20,0.2
PED-1688,157,2025-11-27 10:12:39,HW-001,Monitor 24pol IPS,Hardware,4689,3,802.61,1586.23,,0.0
PED-1689,135,2025-11-27 11:13:38,LIC-002,Licença VPN NordVPN,Licenças,0,3,52.25,192.92,,0.0
PED-1690,179,2025-11-27 23:54:04,HW-006,Fonte 750W Modular,Hardware,2567,1,572.79,762.61,,0.0
PED-1691,139,2025-11-28 05:07:22,HW-002,Notebook Gamer i7,Hardware,2634,1,2316.11,3592.29,,0.0
PED-1692,199,2025-11-28 05:42:05,HW-006,Fonte 750W Modular,Hardware,3362,2,403.35,603.42,,0.0
PED-1693,98,2025-11-28 17:17:49,LIC-004,Licença Backup Acronis,Licenças,0,1,250.23,394.97,,0.0
PED-1694,80,2025-11-29 16:03:48,HW-007,Placa-Mãe B550,Hardware,2585,2,890.35,1120.44,PROMO10,0.1
PED-1695,31,2025-11-29 19:39:50,HW-006,Fonte 750W Modular,Hardware,2670,1,510.9,915.29,PROMO10,0.1
PED-1696,68,2025-11-30 06:33:58,AC-006,Mousepad XL Gamer,Acessórios,301,1,26.81,33.19,,0.0
PED-1697,55,2025-11-30 18:51:29,LIC-004,Licença Backup Acronis,Licenças,0,1,88.5,178.54,,0.0
PED-1698,176,2025-11-30 19:15:05,HW-007,Placa-Mãe B550,Hardware,2703,3,825.54,1408.93,OFF20,0.2
PED-1699,130,2025-11-30 22:36:22,HW-001,Monitor 24pol IPS,Hardware,3947,1,756.67,1875.62,,0.0
PED-1700,67,2025-12-01 00:41:46,HW-003,Placa de Vídeo RTX 4060,Hardware,2616,1,1756.48,2316.87,,0.0
PED-1701,116,2025-12-01 05:36:36,LIC-003,Licença Cloud 1TB,Licenças,0,3,53.57,230.86,PROMO10,0.1
PED-1702,116,2025-12-01 18:34:52,SW-004,AutoCAD 2024,Software,0,2,456.0,592.04,OFF20,0.2
PED-1703,10,2025-12-02 08:44:02,AC-004,Webcam Full HD,Acessórios,323,2,93.74,160.48,OFF20,0.2
PED-1704,6,2025-12-02 17:17:43,HW-005,Processador Ryzen 7,Hardware,2162,3,1486.06,2184.65,,0.0
PED-1705,17,2025-12-02 18:20:15,HW-002,Notebook Gamer i7,Hardware,2243,1,2095.29,3402.33,,0.0
PED-1706,23,2025-12-02 20:52:38,LIC-003,Licença Cloud 1TB,Licenças,0,3,50.33,66.54,,0.0
PED-1707,137,2025-12-03 03:26:06,HW-007,Placa-Mãe B550,Hardware,2339,1,829.19,1232.8,,0.0
PED-1708,81,2025-12-03 04:50:20,HW-007,Placa-Mãe B550,Hardware,2529,1,878.91,1472.79,,0.0
PED-1709,109,2025-12-03 21:37:57,AC-007,Cabo HDMI 2.1 3m,Acessórios,245,2,57.02,84.02,,0.0
PED-1710,65,2025-12-04 19:14:58,AC-002,Teclado Mecânico RGB,Acessórios,703,3,186.98,225.97,,0.0
PED-1711,26,2025-12-05 05:51:16,SW-001,Windows 11 Pro,Software,0,2,391.62,732.05,,0.0
PED-1712,10,2025-12-05 06:59:14,SW-001,Windows 11 Pro,Software,0,3,346.4,675.15,PROMO10,0.1
PED-1713,162,2025-12-07 01:55:49,HW-004,SSD NVMe 1TB,Hardware,2061,1,358.04,637.87,,0.0
PED-1714,94,2025-12-07 13:24:23,SW-003,Adobe Creative Cloud,Software,0,3,354.35,586.91,PROMO10,0.1
PED-1715,90,2025-12-07 14:02:45,HW-002,Notebook Gamer i7,Hardware,2988,2,2669.18,3530.79,OFF20,0.2
PED-1716,78,2025-12-08 14:26:54,AC-007,Cabo HDMI 2.1 3m,Acessórios,217,2,20.18,82.89,PROMO10,0.1
PED-1717,62,2025-12-08 22:24:09,LIC-004,Licença Backup Acronis,Licenças,0,3,74.5,98.7,,0.0
PED-1718,129,2025-12-09 02:11:49,SW-004,AutoCAD 2024,Software,0,2,336.61,704.78,OFF20,0.2
PED-1719,127,2025-12-09 23:41:15,SW-001,Windows 11 Pro,Software,0,1,395.46,633.38,,0.0
PED-1720,116,2025-12-10 07:01:44,AC-005,Hub USB-C 7 Portas,Acessórios,300,1,47.23,125.91,,0.0
PED-1721,149,2025-12-10 09:19:07,AC-002,Teclado Mecânico RGB,Acessórios,602,1,148.59,335.7,OFF20,0.2
PED-1722,44,2025-12-10 23:38:36,HW-002,Notebook Gamer i7,Hardware,2229,1,2789.38,4607.99,,0.0
PED-1723,36,2025-12-11 04:48:05,AC-005,Hub USB-C 7 Portas,Acessórios,298,3,44.91,144.18,,0.0
PED-1724,138,2025-12-12 06:40:18,SW-004,AutoCAD 2024,Software,0,2,342.71,634.16,,0.0
PED-1725,26,2025-12-13 10:35:54,HW-001,Monitor 24pol IPS,Hardware,4926,2,912.97,1967.56,,0.0
PED-1726,111,2025-12-13 19:29:38,AC-006,Mousepad XL Gamer,Acessórios,351,2,15.11,63.66,,0.0
PED-1727,153,2025-12-13 22:12:40,HW-008,Gabinete Gamer RGB,Hardware,4717,3,265.45,690.26,OFF20,0.2
PED-1728,61,2025-12-14 04:14:06,LIC-004,Licença Backup Acronis,Licenças,0,1,52.25,200.4,,0.0
PED-1729,168,2025-12-14 08:51:03,AC-006,Mousepad XL Gamer,Acessórios,593,3,29.02,75.72,,0.0
PED-1730,188,2025-12-14 08:56:00,AC-006,Mousepad XL Gamer,Acessórios,582,2,23.08,91.7,OFF20,0.2
PED-1731,42,2025-12-14 09:38:42,AC-003,Headset Gamer 7.1,Acessórios,484,3,149.7,182.62,OFF20,0.2
PED-1732,17,2025-12-15 08:21:13,AC-003,Headset Gamer 7.1,Acessórios,383,2,132.42,158.1,,0.0
PED-1733,106,2025-12-16 00:22:13,HW-008,Gabinete Gamer RGB,Hardware,4903,3,346.57,475.45,,0.0
PED-1734,78,2025-12-16 05:54:45,AC-005,Hub USB-C 7 Portas,Acessórios,279,1,46.1,70.84,,0.0
PED-1735,9,2025-12-16 08:44:16,LIC-002,Licença VPN NordVPN,Licenças,0,1,53.51,152.15,OFF20,0.2
PED-1736,54,2025-12-17 10:33:05,SW-001,Windows 11 Pro,Software,0,1,449.3,727.02,,0.0
PED-1737,15,2025-12-17 10:35:11,SW-003,Adobe Creative Cloud,Software,0,3,443.17,736.87,,0.0
PED-1738,190,2025-12-17 22:09:39,AC-001,Mouse Wireless Ergonômico,Acessórios,333,3,52.66,127.49,,0.0
PED-1739,40,2025-12-18 01:21:45,AC-006,Mousepad XL Gamer,Acessórios,337,2,30.88,47.41,PROMO10,0.1
PED-1740,114,2025-12-18 06:06:28,HW-003,Placa de Vídeo RTX 4060,Hardware,2160,2,1636.5,3971.22,,0.0
PED-1741,174,2025-12-18 15:32:27,AC-003,Headset Gamer 7.1,Acessórios,364,3,69.25,166.22,,0.0
PED-1742,143,2025-12-18 19:32:50,AC-006,Mousepad XL Gamer,Acessórios,306,1,39.25,66.07,,0.0
PED-1743,24,2025-12-18 20:19:08,AC-005,Hub USB-C 7 Portas,Acessórios,292,3,56.12,128.81,,0.0
PED-1744,128,2025-12-19 02:20:07,AC-001,Mouse Wireless Ergonômico,Acessórios,200,3,70.62,108.83,,0.0
PED-1745,73,2025-12-19 02:48:37,SW-004,AutoCAD 2024,Software,0,2,432.67,744.44,,0.0
PED-1746,152,2025-12-19 09:20:10,HW-007,Placa-Mãe B550,Hardware,2114,1,711.86,891.34,PROMO10,0.1
PED-1747,147,2025-12-19 20:01:49,AC-006,Mousepad XL Gamer,Acessórios,336,2,17.19,68.7,,0.0
PED-1748,3,2025-12-19 21:32:32,HW-007,Placa-Mãe B550,Hardware,2317,2,406.64,1108.45,,0.0
PED-1749,5,2025-12-19 23:40:39,SW-002,Microsoft Office 365,Software,0,3,182.0,398.37,,0.0
PED-1750,175,2025-12-20 23:06:52,LIC-002,Licença VPN NordVPN,Licenças,0,2,99.59,199.21,,0.0
PED-1751,199,2025-12-21 07:17:27,LIC-003,Licença Cloud 1TB,Licenças,0,2,33.18,66.6,,0.0
PED-1752,169,2025-12-21 17:24:23,AC-003,Headset Gamer 7.1,Acessórios,318,2,68.82,134.65,,0.0
PED-1753,127,2025-12-21 21:17:58,HW-002,Notebook Gamer i7,Hardware,2724,2,2375.88,4658.83,PROMO10,0.1
PED-1754,120,2025-12-22 07:28:54,AC-001,Mouse Wireless Ergonômico,Acessórios,229,2,75.65,139.41,PROMO10,0.1
PED-1755,16,2025-12-22 15:14:46,AC-007,Cabo HDMI 2.1 3m,Acessórios,261,2,28.92,85.85,OFF20,0.2
PED-1756,55,2025-12-23 04:02:44,HW-007,Placa-Mãe B550,Hardware,2134,3,798.45,1372.01,OFF20,0.2
PED-1757,2,2025-12-23 07:48:31,SW-002,Microsoft Office 365,Software,0,1,311.35,528.82,,0.0
PED-1758,56,2025-12-23 10:47:06,LIC-004,Licença Backup Acronis,Licenças,0,2,241.05,330.82,PROMO10,0.1
PED-1759,89,2025-12-23 12:19:21,AC-005,Hub USB-C 7 Portas,Acessórios,295,3,78.44,138.24,,0.0
PED-1760,122,2025-12-23 13:01:51,HW-007,Placa-Mãe B550,Hardware,2050,3,552.22,1192.06,OFF20,0.2
PED-1761,200,2025-12-23 15:48:31,SW-002,Microsoft Office 365,Software,0,3,288.79,553.47,PROMO10,0.1
PED-1762,184,2025-12-23 15:55:56,AC-004,Webcam Full HD,Acessórios,299,3,74.65,189.28,,0.0
PED-1763,86,2025-12-24 00:34:53,AC-005,Hub USB-C 7 Portas,Acessórios,256,1,59.88,79.75,,0.0
PED-1764,103,2025-12-24 01:58:40,AC-001,Mouse Wireless Ergonômico,Acessórios,204,1,58.81,147.38,PROMO10,0.1
PED-1765,69,2025-12-24 12:15:21,HW-008,Gabinete Gamer RGB,Hardware,4075,3,493.53,631.31,,0.0
PED-1766,175,2025-12-25 11:42:53,HW-001,Monitor 24pol IPS,Hardware,4577,1,1188.3,1485.23,PROMO10,0.1
PED-1767,95,2025-12-25 15:01:06,AC-002,Teclado Mecânico RGB,Acessórios,796,3,126.09,229.35,PROMO10,0.1
PED-1768,53,2025-12-26 01:32:40,LIC-004,Licença Backup Acronis,Licenças,0,3,107.25,471.32,,0.0
PED-1769,23,2025-12-26 05:29:49,LIC-004,Licença Backup Acronis,Licenças,0,1,286.78,441.02,PROMO10,0.1
PED-1770,156,2025-12-26 10:15:06,AC-002,Teclado Mecânico RGB,Acessórios,722,1,90.04,329.57,PROMO10,0.1
PED-1771,145,2025-12-27 04:41:37,AC-002,Teclado Mecânico RGB,Acessórios,760,1,122.57,279.14,PROMO10,0.1
PED-1772,170,2025-12-27 05:50:41,SW-002,Microsoft Office 365,Software,0,2,254.61,338.22,PROMO10,0.1
PED-1773,97,2025-12-28 10:56:53,LIC-001,Licença Antivírus Kaspersky,Licenças,0,3,26.11,130.13,,0.0
PED-1774,61,2025-12-28 10:58:44,HW-008,Gabinete Gamer RGB,Hardware,4023,3,325.57,494.06,,0.0
PED-1775,27,2025-12-29 13:15:36,AC-005,Hub USB-C 7 Portas,Acessórios,235,3,33.55,135.19,PROMO10,0.1
PED-1776,194,2025-12-29 19:12:05,SW-002,Microsoft Office 365,Software,0,1,306.14,454.04,,0.0
PED-1777,114,2025-12-29 19:23:33,HW-005,Processador Ryzen 7,Hardware,2138,2,1292.82,1683.04,PROMO10,0.1
PED-1778,145,2025-12-30 02:04:32,LIC-004,Licença Backup Acronis,Licenças,0,3,170.38,236.81,OFF20,0.2
PED-1779,88,2025-12-30 05:28:54,AC-003,Headset Gamer 7.1,Acessórios,338,3,79.98,121.9,PROMO10,0.1
PED-1780,105,2025-12-30 07:29:24,AC-003,Headset Gamer 7.1,Acessórios,433,3,97.3,189.25,PROMO10,0.1
PED-1781,168,2025-12-30 17:32:29,HW-001,Monitor 24pol IPS,Hardware,3921,2,694.13,872.51,,0.0
PED-1782,132,2025-12-30 23:00:18,HW-005,Processador Ryzen 7,Hardware,2174,1,991.12,2077.47,OFF20,0.2
PED-1783,117,2025-12-31 02:30:13,LIC-003,Licença Cloud 1TB,Licenças,0,2,25.84,58.0,,0.0
PED-1784,58,2025-12-31 04:14:53,HW-008,Gabinete Gamer RGB,Hardware,4289,1,427.89,606.23,PROMO10,0.1
PED-1785,185,2025-12-31 06:38:20,LIC-003,Licença Cloud 1TB,Licenças,0,1,45.19,221.43,OFF20,0.2
PED-1786,24,2025-12-31 07:59:09,HW-005,Processador Ryzen 7,Hardware,2046,3,977.14,1930.07,,0.0
PED-1787,74,2025-12-31 11:10:47,HW-007,Placa-Mãe B550,Hardware,2574,1,598.67,1200.66,,0.0
PED-1788,163,2025-12-31 14:46:57,AC-004,Webcam Full HD,Acessórios,339,2,114.54,202.39,PROMO10,0.1
PED-1789,104,2025-12-31 15:45:30,LIC-004,Licença Backup Acronis,Licenças,0,1,96.39,479.59,PROMO10,0.1
PED-1790,60,2026-01-01 13:02:26,LIC-003,Licença Cloud 1TB,Licenças,0,1,84.85,104.3,,0.0
PED-1791,189,2026-01-01 15:31:40,HW-003,Placa de Vídeo RTX 4060,Hardware,2623,3,1949.37,2385.4,,0.0
PED-1792,148,2026-01-01 22:18:00,SW-003,Adobe Creative Cloud,Software,0,3,345.7,573.6,PROMO10,0.1
PED-1793,149,2026-01-02 10:49:03,AC-002,Teclado Mecânico RGB,Acessórios,763,2,169.65,309.99,,0.0
PED-1794,185,2026-01-02 11:47:45,HW-002,Notebook Gamer i7,Hardware,2976,1,2002.08,3751.56,,0.0
PED-1795,130,2026-01-02 14:51:47,AC-001,Mouse Wireless Ergonômico,Acessórios,265,1,68.92,126.63,PROMO10,0.1
PED-1796,43,2026-01-02 21:57:27,AC-004,Webcam Full HD,Acessórios,282,3,43.92,206.44,,0.0
PED-1797,68,2026-01-03 00:00:36,HW-007,Placa-Mãe B550,Hardware,2428,2,505.14,756.16,,0.0
PED-1798,74,2026-01-03 12:32:36,HW-008,Gabinete Gamer RGB,Hardware,4656,2,379.69,585.28,,0.0
PED-1799,39,2026-01-03 20:02:03,AC-002,Teclado Mecânico RGB,Acessórios,792,1,81.2,151.45,OFF20,0.2
PED-1800,181,2026-01-03 22:14:55,AC-006,Mousepad XL Gamer,Acessórios,489,3,26.87,67.11,PROMO10,0.1
PED-1801,198,2026-01-03 23:13:41,AC-001,Mouse Wireless Ergonômico,Acessórios,223,2,58.59,101.63,PROMO10,0.1
PED-1802,86,2026-01-04 00:06:30,HW-003,Placa de Vídeo RTX 4060,Hardware,2219,3,1531.27,3434.66,,0.0
PED-1803,186,2026-01-05 07:17:11,AC-002,Teclado Mecânico RGB,Acessórios,645,2,140.41,220.22,PROMO10,0.1
PED-1804,133,2026-01-06 03:02:23,HW-003,Placa de Vídeo RTX 4060,Hardware,2126,2,2406.92,3513.48,,0.0
PED-1805,60,2026-01-07 14:39:10,LIC-003,Licença Cloud 1TB,Licenças,0,3,107.46,236.2,,0.0
PED-1806,100,2026-01-07 15:28:27,HW-003,Placa de Vídeo RTX 4060,Hardware,2531,2,1965.98,3274.62,OFF20,0.2
PED-1807,102,2026-01-08 17:13:37,LIC-003,Licença Cloud 1TB,Licenças,0,2,106.72,158.95,,0.0
PED-1808,43,2026-01-08 17:59:51,AC-007,Cabo HDMI 2.1 3m,Acessórios,250,2,30.43,41.11,,0.0
PED-1809,172,2026-01-08 21:06:39,HW-003,Placa de Vídeo RTX 4060,Hardware,2681,3,2264.93,3172.73,,0.0
PED-1810,44,2026-01-09 05:01:37,AC-003,Headset Gamer 7.1,Acessórios,451,3,100.03,134.57,,0.0
PED-1811,90,2026-01-09 20:32:18,AC-002,Teclado Mecânico RGB,Acessórios,655,3,135.04,307.62,,0.0
PED-1812,95,2026-01-09 22:51:46,HW-004,SSD NVMe 1TB,Hardware,2042,3,314.1,389.43,,0.0
PED-1813,155,2026-01-11 05:11:11,AC-003,Headset Gamer 7.1,Acessórios,326,1,126.84,257.66,,0.0
PED-1814,154,2026-01-12 04:13:09,SW-004,AutoCAD 2024,Software,0,2,328.03,685.16,,0.0
PED-1815,30,2026-01-12 08:50:59,HW-003,Placa de Vídeo RTX 4060,Hardware,2499,1,2474.11,3101.02,PROMO10,0.1
PED-1816,111,2026-01-12 21:24:48,HW-002,Notebook Gamer i7,Hardware,2808,2,2736.11,3784.6,,0.0
PED-1817,128,2026-01-12 23:50:52,SW-004,AutoCAD 2024,Software,0,2,368.98,637.24,,0.0
PED-1818,91,2026-01-13 02:25:12,HW-007,Placa-Mãe B550,Hardware,2494,3,602.37,1254.26,PROMO10,0.1
PED-1819,67,2026-01-14 05:46:49,AC-002,Teclado Mecânico RGB,Acessórios,706,1,147.8,234.98,,0.0
PED-1820,28,2026-01-14 11:05:54,SW-004,AutoCAD 2024,Software,0,2,320.54,704.15,,0.0
PED-1821,53,2026-01-14 16:04:24,HW-001,Monitor 24pol IPS,Hardware,3527,3,732.95,1468.45,,0.0
PED-1822,8,2026-01-15 01:18:42,SW-002,Microsoft Office 365,Software,0,1,217.12,491.72,,0.0
PED-1823,158,2026-01-15 01:49:21,HW-004,SSD NVMe 1TB,Hardware,2068,2,369.14,448.18,,0.0
PED-1824,90,2026-01-15 01:54:41,HW-001,Monitor 24pol IPS,Hardware,4074,2,446.87,1731.99,,0.0
PED-1825,112,2026-01-16 06:50:23,HW-004,SSD NVMe 1TB,Hardware,2019,3,361.98,477.33,,0.0
PED-1826,126,2026-01-16 17:23:34,AC-003,Headset Gamer 7.1,Acessórios,363,1,109.91,205.08,,0.0
PED-1827,22,2026-01-16 18:28:31,HW-006,Fonte 750W Modular,Hardware,2824,2,512.73,736.28,OFF20,0.2
PED-1828,199,2026-01-17 05:42:56,AC-004,Webcam Full HD,Acessórios,332,2,71.73,187.01,,0.0
PED-1829,77,2026-01-17 06:45:34,AC-007,Cabo HDMI 2.1 3m,Acessórios,226,3,49.24,100.18,,0.0
PED-1830,194,2026-01-17 09:51:56,AC-001,Mouse Wireless Ergonômico,Acessórios,243,3,45.81,73.4,PROMO10,0.1
PED-1831,28,2026-01-19 04:02:10,AC-007,Cabo HDMI 2.1 3m,Acessórios,260,1,26.14,115.38,,0.0
PED-1832,52,2026-01-19 17:14:02,SW-003,Adobe Creative Cloud,Software,0,1,347.7,431.67,,0.0
PED-1833,170,2026-01-19 20:37:18,AC-002,Teclado Mecânico RGB,Acessórios,616,3,132.9,298.3,,0.0
PED-1834,108,2026-01-20 01:25:42,AC-007,Cabo HDMI 2.1 3m,Acessórios,300,1,24.27,57.58,,0.0
PED-1835,50,2026-01-20 07:51:46,HW-006,Fonte 750W Modular,Hardware,2707,1,331.84,714.7,,0.0
PED-1836,22,2026-01-20 23:29:47,HW-003,Placa de Vídeo RTX 4060,Hardware,2290,1,1656.55,3880.9,,0.0
PED-1837,171,2026-01-21 18:09:45,HW-008,Gabinete Gamer RGB,Hardware,4355,2,420.51,658.94,,0.0
PED-1838,175,2026-01-21 23:21:25,LIC-004,Licença Backup Acronis,Licenças,0,3,269.29,346.09,,0.0
PED-1839,33,2026-01-22 01:43:02,HW-008,Gabinete Gamer RGB,Hardware,4717,3,262.34,384.84,,0.0
PED-1840,143,2026-01-22 06:30:15,HW-007,Placa-Mãe B550,Hardware,2379,3,460.2,724.18,,0.0
PED-1841,78,2026-01-22 14:39:23,AC-007,Cabo HDMI 2.1 3m,Acessórios,222,3,46.35,94.96,,0.0
PED-1842,30,2026-01-22 22:08:14,HW-002,Notebook Gamer i7,Hardware,2379,3,2609.82,4263.25,,0.0
PED-1843,61,2026-01-23 01:18:05,AC-007,Cabo HDMI 2.1 3m,Acessórios,288,1,34.54,110.59,,0.0
PED-1844,12,2026-01-23 08:57:32,LIC-001,Licença Antivírus Kaspersky,Licenças,0,1,40.64,54.2,,0.0
PED-1845,114,2026-01-23 14:49:26,SW-002,Microsoft Office 365,Software,0,2,164.53,464.64,OFF20,0.2
PED-1846,182,2026-01-23 18:38:54,AC-006,Mousepad XL Gamer,Acessórios,394,2,33.76,69.55,PROMO10,0.1
PED-1847,156,2026-01-24 00:22:55,SW-004,AutoCAD 2024,Software,0,1,341.83,616.11,,0.0
PED-1848,137,2026-01-24 04:27:05,HW-001,Monitor 24pol IPS,Hardware,3834,3,671.71,1533.2,,0.0
PED-1849,154,2026-01-25 08:36:27,SW-004,AutoCAD 2024,Software,0,1,399.68,641.17,PROMO10,0.1
PED-1850,58,2026-01-25 09:24:28,AC-001,Mouse Wireless Ergonômico,Acessórios,285,3,49.77,138.81,,0.0
PED-1851,97,2026-01-25 12:27:54,HW-002,Notebook Gamer i7,Hardware,2257,1,2329.63,4137.9,PROMO10,0.1
PED-1852,49,2026-01-26 05:41:50,HW-004,SSD NVMe 1TB,Hardware,2063,2,210.2,378.81,PROMO10,0.1
PED-1853,197,2026-01-26 12:07:01,AC-004,Webcam Full HD,Acessórios,329,1,114.63,217.32,,0.0
PED-1854,57,2026-01-26 19:16:08,AC-002,Teclado Mecânico RGB,Acessórios,747,1,120.85,158.73,,0.0
PED-1855,10,2026-01-28 00:01:49,AC-006,Mousepad XL Gamer,Acessórios,598,1,41.51,74.18,,0.0
PED-1856,121,2026-01-28 08:01:44,HW-001,Monitor 24pol IPS,Hardware,4796,1,774.58,1287.33,OFF20,0.2
PED-1857,169,2026-01-28 10:34:41,HW-001,Monitor 24pol IPS,Hardware,4641,1,1039.18,1817.6,PROMO10,0.1
PED-1858,62,2026-01-28 13:35:42,HW-006,Fonte 750W Modular,Hardware,3222,1,372.84,761.31,OFF20,0.2
PED-1859,130,2026-01-28 21:50:34,HW-001,Monitor 24pol IPS,Hardware,3784,2,543.66,1288.5,,0.0
PED-1860,139,2026-01-29 06:06:04,LIC-002,Licença VPN NordVPN,Licenças,0,3,43.47,195.32,,0.0
PED-1861,61,2026-01-29 09:38:52,LIC-001,Licença Antivírus Kaspersky,Licenças,0,3,68.01,111.66,,0.0
PED-1862,185,2026-01-29 16:42:51,HW-004,SSD NVMe 1TB,Hardware,2049,3,390.34,454.07,,0.0
PED-1863,40,2026-01-29 21:33:37,HW-004,SSD NVMe 1TB,Hardware,2051,1,365.17,694.02,,0.0
PED-1864,65,2026-01-30 04:14:21,HW-008,Gabinete Gamer RGB,Hardware,4385,2,442.5,522.67,,0.0
PED-1865,60,2026-01-30 15:22:40,HW-007,Placa-Mãe B550,Hardware,2384,1,553.36,769.65,OFF20,0.2
PED-1866,68,2026-01-30 20:58:44,AC-003,Headset Gamer 7.1,Acessórios,358,2,110.97,161.51,,0.0
PED-1867,48,2026-01-30 22:29:30,LIC-001,Licença Antivírus Kaspersky,Licenças,0,2,45.37,71.83,,0.0
PED-1868,93,2026-01-31 09:15:36,LIC-001,Licença Antivírus Kaspersky,Licenças,0,3,75.45,142.58,,0.0
PED-1869,28,2026-01-31 21:36:51,LIC-003,Licença Cloud 1TB,Licenças,0,2,43.08,160.97,PROMO10,0.1
PED-1870,73,2026-01-31 21:48:15,LIC-003,Licença Cloud 1TB,Licenças,0,3,26.41,221.07,,0.0
PED-1871,185,2026-02-01 03:34:45,AC-001,Mouse Wireless Ergonômico,Acessórios,282,3,59.97,116.55,,0.0
PED-1872,190,2026-02-01 04:22:55,HW-004,SSD NVMe 1TB,Hardware,2046,3,362.13,542.43,,0.0
PED-1873,143,2026-02-02 01:37:06,AC-005,Hub USB-C 7 Portas,Acessórios,225,3,46.57,74.5,OFF20,0.2
PED-1874,72,2026-02-02 04:31:16,HW-007,Placa-Mãe B550,Hardware,2483,2,896.43,1295.96,PROMO10,0.1
PED-1875,23,2026-02-02 16:40:26,HW-004,SSD NVMe 1TB,Hardware,2070,1,311.4,640.58,,0.0
PED-1876,156,2026-02-02 17:06:12,AC-003,Headset Gamer 7.1,Acessórios,317,2,111.25,204.15,PROMO10,0.1
PED-1877,171,2026-02-02 18:31:49,HW-008,Gabinete Gamer RGB,Hardware,4320,2,377.96,485.27,OFF20,0.2
PED-1878,49,2026-02-02 23:04:18,AC-007,Cabo HDMI 2.1 3m,Acessórios,232,3,45.38,96.84,,0.0
PED-1879,91,2026-02-03 01:52:35,HW-004,SSD NVMe 1TB,Hardware,2058,2,334.03,453.53,,0.0
PED-1880,20,2026-02-03 12:37:27,AC-004,Webcam Full HD,Acessórios,340,2,109.87,215.49,,0.0
